ATLAS2024aexz -99999 -99999 -99999
filter ATgr
60709.457419 20.985 0.747
60709.45931 20.595 0.557
60710.454665 20.28 0.38
60710.464394 20.558 0.49
filter ATri
60682.531359 20.061 0.371
60682.533169 19.705 0.228
60682.536588 19.624 0.223
60682.542687 19.333 0.184
60684.509187 19.59 0.273
60684.511481 19.639 0.27
60684.514234 19.651 0.28
60684.525732 19.233 0.177
60686.543427 19.46 0.337
60686.55057 19.251 0.256
60686.556162 19.544 0.35
60694.52808 19.377 0.264
60694.529908 20.487 0.667
60695.486465 19.552 0.249
60695.488297 20.22 0.484
60695.509909 19.678 0.346
60695.51486 19.628 0.299
60696.501189 19.454 0.458
60696.504016 -19.411 0.958
60696.509393 -18.582 0.616
60699.51103 20.692 0.525
60699.513325 20.801 0.568
60699.516082 19.957 0.296
60699.521702 19.846 0.265
60700.554769 20.381 0.369
60700.55794 20.484 0.479
60700.564072 20.557 0.423
60703.613484 21.03 0.703
60703.616291 20.34 0.392
60703.621406 20.122 0.296
60703.647054 20.028 0.404
60704.483155 19.682 0.462
60704.50502 -19.191 0.738
60704.507788 -19.192 0.966
60708.480681 21.055 0.767
60710.391719 19.928 0.389
60710.396331 -20.483 0.601
60710.406171 20.141 0.402
60711.394328 20.638 0.75
60711.412711 20.521 0.628
60711.480449 20.655 0.484
