SN2006D 0.008500 193.141417 -9.775222
filter u
 751.84 15.251 0.021
 752.87 15.102 0.024
 754.76 14.993 0.018
 760.80 15.269 0.017
 761.80 15.389 0.015
 762.81 15.500 0.018
 763.80 15.611 0.018
 764.85 15.769 0.018
 765.83 15.883 0.018
 772.82 16.921 0.017
 773.73 17.049 0.016
 774.83 17.206 0.018
 778.89 17.649 0.022
 781.74 17.898 0.034
 783.74 18.002 0.040
 785.84 18.058 0.027
 786.90 18.130 0.038
 790.82 18.323 0.026
 795.85 18.520 0.030
 798.82 18.506 0.051
 799.82 18.609 0.030
 802.82 18.717 0.030
 804.86 18.680 0.035
 805.82 18.687 0.030
 809.76 18.679 0.058
 815.75 18.945 0.036
 818.82 19.045 0.029
 819.81 19.060 0.024
 824.78 19.183 0.029
 831.74 19.369 0.030
 835.76 19.528 0.049
 840.69 19.622 0.071
filter g
 752.87 14.508 0.006
 754.76 14.316 0.007
 761.80 14.309 0.007
 763.80 14.438 0.008
 765.83 14.591 0.007
 767.85 14.759 0.006
 771.78 15.169 0.006
 772.82 15.283 0.006
 773.73 15.392 0.006
 774.83 15.520 0.006
 778.89 15.946 0.007
 781.74 16.214 0.009
 783.74 16.366 0.010
 785.84 16.525 0.008
 786.90 16.588 0.010
 788.89 16.704 0.008
 790.82 16.798 0.008
 795.85 16.964 0.006
 798.82 17.047 0.008
 799.82 17.082 0.007
 802.82 17.156 0.008
 804.86 17.190 0.007
 805.82 17.213 0.008
 809.76 17.279 0.014
 815.75 17.412 0.009
 818.82 17.460 0.009
 819.81 17.492 0.008
 824.78 17.589 0.007
 831.74 17.708 0.008
 835.76 17.774 0.009
 840.69 17.843 0.011
 845.69 17.941 0.009
 850.70 18.055 0.009
 858.64 18.203 0.011
 861.63 18.239 0.010
 862.70 18.275 0.010
 870.66 18.427 0.018
 891.61 18.766 0.014
filter r
 752.87 14.483 0.006
 754.76 14.293 0.006
 761.80 14.228 0.006
 763.80 14.342 0.007
 765.83 14.512 0.007
 767.85 14.689 0.006
 771.78 14.907 0.005
 772.82 14.935 0.005
 773.73 14.964 0.006
 774.83 14.983 0.007
 778.89 15.116 0.008
 781.74 15.255 0.007
 783.74 15.396 0.009
 785.84 15.578 0.008
 786.90 15.675 0.007
 788.89 15.834 0.008
 790.82 15.948 0.007
 795.85 16.215 0.005
 798.82 16.341 0.009
 799.82 16.387 0.007
 802.82 16.499 0.008
 804.86 16.586 0.006
 805.82 16.608 0.007
 809.76 16.760 0.011
 815.75 16.982 0.009
 818.82 17.085 0.009
 819.81 17.116 0.009
 824.78 17.301 0.006
 831.74 17.557 0.011
 835.76 17.706 0.009
 840.69 17.873 0.013
 845.69 18.015 0.009
 850.70 18.216 0.011
 858.64 18.476 0.013
 861.63 18.541 0.012
 862.70 18.587 0.013
 870.66 18.846 0.020
 891.61 19.388 0.026
filter i
 752.87 14.687 0.006
 754.76 14.575 0.006
 760.80 14.843 0.009
 761.80 14.893 0.007
 762.81 14.966 0.009
 763.80 15.058 0.009
 764.85 15.175 0.009
 765.83 15.290 0.010
 767.85 15.475 0.006
 771.78 15.532 0.006
 772.82 15.498 0.006
 773.73 15.469 0.006
 774.83 15.437 0.008
 778.89 15.377 0.008
 781.74 15.373 0.010
 783.74 15.443 0.010
 785.84 15.606 0.012
 786.90 15.696 0.011
 788.89 15.882 0.009
 790.82 16.001 0.008
 795.85 16.311 0.007
 798.82 16.442 0.009
 799.82 16.498 0.007
 802.82 16.635 0.011
 804.86 16.729 0.009
 805.82 16.782 0.008
 809.76 16.923 0.015
 815.75 17.191 0.011
 818.82 17.295 0.012
 819.81 17.355 0.010
 824.78 17.551 0.009
 831.74 17.783 0.013
 835.76 17.942 0.012
 840.69 18.083 0.019
 845.69 18.221 0.017
 850.70 18.418 0.015
 858.64 18.664 0.015
 861.63 18.725 0.019
 862.70 18.765 0.019
 870.66 18.982 0.029
 891.61 19.492 0.042
filter B
 751.84 14.763 0.009
 752.87 14.604 0.007
 754.76 14.425 0.009
 760.80 14.408 0.009
 761.80 14.476 0.006
 762.81 14.562 0.007
 763.80 14.652 0.008
 764.85 14.764 0.008
 765.83 14.865 0.008
 767.85 15.084 0.006
 772.82 15.732 0.006
 773.73 15.843 0.006
 774.83 15.984 0.007
 778.89 16.441 0.010
 785.84 16.972 0.010
 786.90 17.041 0.011
 788.89 17.145 0.007
 790.82 17.227 0.010
 795.85 17.435 0.011
 798.82 17.482 0.011
 799.82 17.492 0.010
 802.82 17.559 0.012
 804.86 17.624 0.012
 805.82 17.626 0.011
 809.76 17.686 0.022
 815.75 17.799 0.014
 818.82 17.857 0.014
 819.81 17.891 0.011
 824.78 17.966 0.009
 831.74 18.100 0.012
 835.76 18.170 0.013
 840.69 18.244 0.018
 845.69 18.285 0.013
 850.70 18.400 0.014
 858.64 18.532 0.016
 861.63 18.590 0.016
 862.70 18.604 0.016
 870.66 18.749 0.032
 891.61 19.082 0.025
filter V0
filter V
 760.80 14.211 0.009
 761.80 14.235 0.006
 762.81 14.262 0.008
 763.80 14.315 0.007
 764.85 14.379 0.009
 765.83 14.430 0.007
 767.85 14.571 0.006
 772.82 14.951 0.006
 773.73 15.022 0.006
 774.83 15.106 0.007
 778.89 15.404 0.008
 781.74 15.598 0.017
 783.74 15.729 0.010
 785.84 15.893 0.008
 786.90 15.971 0.007
 788.89 16.125 0.009
 790.82 16.210 0.009
 795.85 16.435 0.008
 798.82 16.530 0.009
 799.82 16.565 0.008
 802.82 16.660 0.009
 804.86 16.712 0.008
 805.82 16.748 0.009
 809.76 16.855 0.014
 815.75 17.011 0.009
 818.82 17.109 0.009
 819.81 17.138 0.009
 824.78 17.281 0.007
 831.74 17.459 0.009
 835.76 17.567 0.009
 840.69 17.664 0.013
 845.69 17.803 0.009
 850.70 17.940 0.011
 858.64 18.143 0.014
 861.63 18.226 0.011
 862.70 18.241 0.012
 870.66 18.420 0.019
 891.61 18.850 0.020
filter Y
 776.87 15.021 0.013
 776.87 15.030 0.020
 779.90 14.870 0.016
 779.90 14.844 0.019
 782.86 14.713 0.016
 782.87 14.712 0.017
 789.85 15.019 0.014
 789.85 15.016 0.015
 796.86 15.476 0.018
 796.86 15.493 0.021
 800.87 15.707 0.015
 800.87 15.738 0.016
 803.89 15.925 0.035
 803.89 15.861 0.028
 807.79 16.138 0.023
 807.78 16.155 0.030
 813.80 16.455 0.028
 813.81 16.463 0.029
 817.88 16.679 0.024
 817.87 16.683 0.030
